Amount Received,Amount Paid,Payment Format,Year,Month
382.54,494.07,Bank Transfer,2021,10
454.88,375.98,Bank Transfer,2023,11
276.85,465.14,Debit Card,2022,8
100.78,185.48,Cash,2021,10
214.13,363.97,Bank Transfer,2023,2
425.66,176.62,Cash,2023,11
460.74,403.7,Bank Transfer,2022,9
240.6,111.59,Debit Card,2022,11
217.6,268.05,Debit Card,2023,9
469.8,220.55,Debit Card,2023,5
240.43,409.41,Bank Transfer,2022,1
360.9,467.09,Credit Card,2022,7
212.12,109.21,Cash,2021,12
139.17,435.81,Bank Transfer,2022,10
300.49,161.65,Credit Card,2021,2
469.29,363.8,Cash,2023,10
347.46,362.34,Bank Transfer,2023,1
183.53,369.95,Bank Transfer,2023,8
372.97,377.14,Bank Transfer,2021,9
407.34,468.71,Debit Card,2022,9
228.3,224.79,Credit Card,2023,7
323.68,274.84,Cash,2021,7
372.78,344.67,Credit Card,2023,2
164.14,299.2,Debit Card,2023,7
485.64,274.09,Bank Transfer,2021,6
280.5,457.83,Bank Transfer,2021,6
491.87,421.29,Credit Card,2021,11
175.83,303.7,Bank Transfer,2021,8
293.51,226.49,Bank Transfer,2021,10
166.34,394.13,Bank Transfer,2023,11
104.07,439.05,Cash,2021,7
195.15,223.19,Cash,2023,1
261.27,469.89,Cash,2021,7
272.45,269.39,Bank Transfer,2022,1
454.6,228.46,Debit Card,2022,5
354.27,345.56,Debit Card,2022,7
273.78,156.43,Credit Card,2023,6
495.2,464.5,Bank Transfer,2022,1
345.69,416.53,Credit Card,2023,10
229.07,148.39,Debit Card,2021,5
376.52,466.76,Bank Transfer,2021,9
298.28,450.63,Bank Transfer,2021,4
452.47,351.47,Credit Card,2022,3
458.6,473.75,Cash,2021,12
246.94,409.41,Debit Card,2021,4
324.94,375.82,Debit Card,2021,11
206.31,452.2,Cash,2021,7
350.65,218.29,Credit Card,2022,4
496.94,218.33,Credit Card,2021,10
433.04,132.55,Bank Transfer,2021,8
246.56,407.57,Cash,2021,1
138.15,454.25,Bank Transfer,2023,8
486.67,377.75,Debit Card,2023,11
255.83,445.52,Bank Transfer,2023,11
217.35,447.46,Cash,2023,5
226.53,282.02,Debit Card,2023,1
295.97,387.22,Debit Card,2023,3
482.7,250.78,Debit Card,2021,10
494.65,213.59,Bank Transfer,2021,4
218.45,484.85,Debit Card,2023,8
240.59,268.81,Bank Transfer,2023,7
304.72,443.57,Bank Transfer,2022,10
103.27,341.1,Bank Transfer,2023,8
169.93,239.01,Credit Card,2023,5
474.42,251.26,Bank Transfer,2021,6
111.77,436.28,Debit Card,2023,10
140.39,179.77,Credit Card,2022,9
268.26,282.97,Bank Transfer,2021,2
392.58,125.98,Bank Transfer,2023,10
207.55,203.19,Credit Card,2022,1
222.39,154.56,Credit Card,2021,12
222.19,237.09,Debit Card,2022,8
449.04,386.25,Bank Transfer,2021,3
190.44,250.75,Debit Card,2023,6
324.96,283.59,Credit Card,2022,1
499.97,289.44,Credit Card,2022,12
391.39,341.7,Debit Card,2023,12
234.54,164.88,Debit Card,2023,8
406.18,133.1,Debit Card,2022,3
481.57,478.76,Bank Transfer,2023,8
249.42,215.31,Credit Card,2023,5
383.2,404.66,Debit Card,2022,12
130.32,313.56,Cash,2021,5
458.12,373.79,Bank Transfer,2021,1
138.5,118.41,Debit Card,2022,9
249.17,372.4,Cash,2023,10
317.0,437.54,Bank Transfer,2022,3
205.43,405.27,Credit Card,2021,5
359.71,318.83,Credit Card,2022,2
321.77,114.83,Bank Transfer,2021,4
386.87,297.37,Cash,2023,2
241.66,208.43,Credit Card,2022,6
318.41,324.72,Bank Transfer,2021,2
424.87,331.46,Bank Transfer,2021,3
424.28,258.31,Bank Transfer,2022,12
385.7,401.26,Bank Transfer,2021,5
316.77,239.55,Debit Card,2023,12
369.3,191.85,Credit Card,2021,9
134.75,350.83,Debit Card,2023,1
288.53,137.7,Debit Card,2022,5
444.06,224.84,Bank Transfer,2023,7
342.95,260.26,Credit Card,2021,8
476.67,130.26,Cash,2023,3
204.87,136.7,Bank Transfer,2023,3
138.52,317.93,Credit Card,2022,7
350.65,384.91,Cash,2022,10
136.37,460.11,Credit Card,2022,11
412.85,455.59,Bank Transfer,2022,2
202.7,256.65,Cash,2021,11
315.5,347.06,Bank Transfer,2023,9
424.55,144.93,Bank Transfer,2023,3
415.21,135.58,Bank Transfer,2021,2
298.39,204.41,Credit Card,2022,11
490.34,367.03,Debit Card,2022,4
299.05,147.34,Bank Transfer,2022,12
211.52,230.86,Bank Transfer,2021,6
220.97,498.37,Credit Card,2022,5
397.46,199.31,Cash,2021,11
274.84,403.49,Credit Card,2023,12
267.52,123.8,Credit Card,2022,11
108.19,385.07,Bank Transfer,2023,6
222.11,267.4,Debit Card,2022,7
444.15,363.02,Debit Card,2022,9
421.4,108.23,Debit Card,2023,1
398.6,405.7,Bank Transfer,2022,9
109.25,165.74,Bank Transfer,2021,7
110.8,200.33,Debit Card,2021,8
224.59,385.8,Credit Card,2023,3
289.78,343.06,Cash,2021,12
463.9,201.76,Cash,2023,6
253.85,437.49,Debit Card,2021,4
215.41,122.62,Cash,2023,5
328.46,183.09,Credit Card,2021,12
465.88,171.65,Credit Card,2021,12
395.46,117.38,Credit Card,2022,11
442.67,339.45,Credit Card,2023,7
172.88,490.63,Bank Transfer,2023,2
150.27,456.96,Credit Card,2023,11
317.63,364.43,Cash,2022,4
378.95,196.55,Bank Transfer,2021,7
482.0,402.89,Credit Card,2022,1
248.61,470.92,Cash,2021,2
238.62,369.43,Debit Card,2023,3
306.34,402.15,Cash,2021,8
373.98,417.13,Cash,2021,6
326.41,352.08,Credit Card,2021,5
389.21,288.87,Credit Card,2022,8
252.13,309.3,Credit Card,2021,6
444.88,471.31,Bank Transfer,2022,2
173.19,491.31,Cash,2022,12
226.36,436.75,Bank Transfer,2021,10
409.47,242.81,Cash,2021,6
234.27,318.55,Credit Card,2022,3
367.26,127.69,Credit Card,2022,9
215.12,195.11,Cash,2021,8
174.84,442.73,Debit Card,2023,5
220.29,119.76,Credit Card,2022,6
454.8,345.6,Bank Transfer,2021,10
284.35,331.38,Cash,2023,10
190.17,109.95,Credit Card,2022,3
228.58,154.48,Bank Transfer,2022,12
101.11,336.11,Cash,2022,3
402.32,314.96,Credit Card,2023,2
190.27,112.15,Credit Card,2023,5
339.17,306.42,Bank Transfer,2023,6
110.04,108.7,Debit Card,2022,8
433.8,216.43,Bank Transfer,2022,2
174.98,198.09,Debit Card,2021,11
101.91,130.11,Bank Transfer,2021,10
220.48,369.48,Credit Card,2022,4
468.19,271.59,Cash,2021,12
205.05,198.94,Debit Card,2023,9
301.39,207.53,Cash,2022,5
262.89,464.17,Credit Card,2023,12
217.7,320.07,Credit Card,2022,6
470.94,201.48,Bank Transfer,2021,6
415.6,305.18,Bank Transfer,2023,11
404.77,251.49,Debit Card,2023,6
310.44,458.14,Credit Card,2022,6
429.94,190.88,Credit Card,2021,2
283.37,166.05,Credit Card,2023,8
286.08,458.95,Debit Card,2023,5
297.51,183.59,Credit Card,2023,8
194.76,100.91,Cash,2022,2
469.46,299.51,Debit Card,2021,1
203.5,459.66,Credit Card,2022,12
179.26,171.41,Credit Card,2022,11
197.5,433.65,Credit Card,2021,1
426.94,481.43,Credit Card,2022,7
407.42,444.08,Debit Card,2022,1
270.84,411.46,Debit Card,2023,10
105.51,216.41,Debit Card,2022,4
490.29,236.85,Credit Card,2023,4
153.01,162.83,Cash,2021,1
440.57,305.11,Cash,2023,11
412.69,431.05,Credit Card,2021,7
475.23,298.65,Bank Transfer,2023,10
409.36,429.34,Bank Transfer,2022,12
232.55,291.99,Debit Card,2023,7
192.77,239.39,Credit Card,2021,12
251.08,150.84,Credit Card,2022,5
181.23,105.11,Cash,2023,1
387.83,241.24,Debit Card,2022,9
430.61,428.82,Debit Card,2022,9
358.58,238.39,Bank Transfer,2021,6
174.44,427.59,Credit Card,2022,7
114.95,376.03,Debit Card,2021,4
332.16,275.73,Cash,2022,7
285.07,117.06,Cash,2023,9
179.88,383.81,Bank Transfer,2021,12
247.23,327.07,Bank Transfer,2021,9
316.59,286.04,Debit Card,2022,10
353.17,490.45,Debit Card,2023,7
290.66,399.36,Debit Card,2022,7
488.56,238.0,Credit Card,2021,10
118.49,236.24,Cash,2021,3
363.28,345.88,Credit Card,2021,3
463.82,161.95,Debit Card,2021,11
194.63,316.56,Credit Card,2021,8
185.48,323.1,Bank Transfer,2022,3
404.89,363.63,Credit Card,2023,12
294.55,440.66,Debit Card,2021,11
496.87,363.8,Cash,2022,6
335.65,461.46,Cash,2023,10
469.38,108.46,Cash,2021,3
104.88,342.32,Debit Card,2023,8
161.82,112.41,Debit Card,2021,4
373.77,436.31,Debit Card,2023,3
266.59,150.78,Debit Card,2023,2
434.39,297.01,Bank Transfer,2021,3
271.56,142.93,Cash,2023,12
385.2,357.2,Debit Card,2021,9
326.46,319.51,Credit Card,2021,8
147.96,115.98,Credit Card,2022,8
387.18,400.31,Credit Card,2021,3
382.55,312.69,Credit Card,2021,9
146.29,281.15,Credit Card,2023,7
324.76,457.48,Debit Card,2023,3
234.26,413.78,Cash,2021,7
283.54,448.66,Cash,2021,8
269.1,181.69,Debit Card,2023,5
141.91,296.37,Credit Card,2022,8
163.21,247.54,Credit Card,2021,6
134.72,227.4,Debit Card,2021,8
176.98,220.76,Bank Transfer,2022,12
440.98,213.08,Credit Card,2022,3
109.81,343.25,Cash,2023,11
272.65,320.01,Debit Card,2022,5
420.37,124.62,Bank Transfer,2022,4
140.1,224.69,Debit Card,2021,11
191.09,240.54,Cash,2022,8
390.98,145.41,Cash,2021,12
359.02,322.94,Cash,2022,6
325.21,386.02,Debit Card,2022,11
168.66,154.4,Bank Transfer,2023,4
417.81,197.48,Cash,2023,8
156.57,295.05,Credit Card,2021,10
153.92,170.19,Bank Transfer,2023,11
418.01,455.91,Cash,2021,4
247.69,219.09,Credit Card,2022,11
225.05,403.29,Bank Transfer,2021,10
211.47,307.17,Debit Card,2023,11
229.99,339.64,Bank Transfer,2021,8
236.24,381.91,Cash,2021,4
378.55,172.1,Credit Card,2021,5
196.1,312.63,Debit Card,2023,3
230.13,201.14,Bank Transfer,2021,4
410.48,143.65,Bank Transfer,2021,5
465.26,439.73,Credit Card,2021,1
345.13,231.94,Credit Card,2022,1
142.05,407.16,Cash,2022,11
316.63,389.22,Bank Transfer,2023,10
351.11,338.06,Credit Card,2023,4
225.62,344.46,Cash,2022,10
431.2,306.35,Cash,2022,6
412.83,260.96,Credit Card,2021,5
330.12,109.33,Debit Card,2023,3
158.01,337.65,Cash,2021,6
378.95,318.83,Cash,2022,1
458.14,388.09,Bank Transfer,2023,11
200.04,198.1,Credit Card,2023,8
483.47,282.64,Debit Card,2023,6
408.52,391.98,Bank Transfer,2022,9
220.13,440.22,Cash,2023,12
346.73,309.52,Credit Card,2021,6
223.14,345.26,Credit Card,2022,4
139.79,211.13,Debit Card,2021,8
429.66,281.49,Bank Transfer,2023,8
366.32,298.47,Cash,2023,10
345.6,157.19,Bank Transfer,2023,3
156.87,127.66,Cash,2023,8
250.95,174.32,Cash,2023,7
450.65,433.78,Debit Card,2022,2
165.32,291.83,Debit Card,2022,3
119.16,147.49,Bank Transfer,2023,5
176.46,483.07,Debit Card,2021,1
200.07,154.6,Debit Card,2022,3
413.46,332.31,Cash,2023,10
359.26,315.75,Credit Card,2023,9
106.94,184.0,Debit Card,2023,10
106.92,153.43,Bank Transfer,2021,3
326.76,468.32,Cash,2022,12
353.32,149.33,Bank Transfer,2021,2
150.17,217.63,Cash,2023,11
344.18,322.08,Credit Card,2022,7
196.14,380.65,Credit Card,2021,2
234.69,214.68,Credit Card,2021,12
263.53,114.88,Debit Card,2022,6
146.48,349.91,Debit Card,2023,5
485.24,317.1,Bank Transfer,2023,1
489.51,123.08,Bank Transfer,2021,11
278.0,321.82,Bank Transfer,2021,9
202.99,230.88,Bank Transfer,2021,5
483.44,424.16,Bank Transfer,2022,9
427.22,241.85,Debit Card,2022,6
389.69,324.82,Credit Card,2023,8
284.72,307.91,Bank Transfer,2022,7
264.23,476.79,Debit Card,2021,11
411.74,337.3,Credit Card,2023,4
307.85,360.33,Debit Card,2022,8
364.23,270.4,Bank Transfer,2022,6
326.48,154.28,Bank Transfer,2021,7
384.87,288.19,Cash,2022,11
137.64,389.25,Credit Card,2021,11
251.05,304.06,Credit Card,2022,12
166.84,341.82,Debit Card,2021,9
196.82,418.97,Cash,2022,7
180.33,103.31,Bank Transfer,2023,4
301.33,321.37,Credit Card,2021,8
107.6,387.1,Credit Card,2022,8
485.59,487.92,Cash,2022,2
307.59,438.74,Bank Transfer,2023,8
121.03,410.7,Debit Card,2021,7
372.82,231.99,Debit Card,2023,8
207.56,297.14,Cash,2022,12
142.71,355.4,Credit Card,2023,11
432.12,479.88,Debit Card,2021,12
179.16,497.57,Credit Card,2023,6
141.9,416.74,Cash,2021,12
122.76,341.98,Bank Transfer,2023,7
391.42,498.34,Cash,2023,1
362.11,434.53,Debit Card,2021,12
103.28,306.37,Bank Transfer,2023,6
188.59,312.2,Bank Transfer,2023,4
381.87,228.15,Bank Transfer,2021,1
160.86,233.81,Bank Transfer,2021,4
330.7,418.52,Credit Card,2021,1
185.26,180.11,Cash,2021,8
279.69,298.46,Debit Card,2023,11
446.97,364.59,Credit Card,2022,2
221.04,446.59,Debit Card,2021,2
374.39,374.6,Bank Transfer,2022,4
275.31,190.37,Debit Card,2021,9
138.46,246.6,Debit Card,2021,9
244.25,194.91,Credit Card,2023,6
436.51,284.21,Debit Card,2022,7
489.22,113.93,Debit Card,2023,3
438.03,280.77,Cash,2021,3
164.89,143.44,Bank Transfer,2022,9
238.2,342.45,Cash,2022,5
432.48,426.15,Credit Card,2022,6
321.56,445.64,Cash,2021,8
410.47,474.37,Credit Card,2023,12
411.11,489.71,Credit Card,2022,8
128.44,118.25,Credit Card,2023,4
236.96,461.02,Credit Card,2023,8
291.61,316.59,Bank Transfer,2021,12
478.09,424.47,Bank Transfer,2023,4
459.29,270.59,Cash,2022,10
269.21,145.14,Cash,2023,11
138.27,304.83,Bank Transfer,2023,4
261.82,309.74,Cash,2022,8
314.36,274.28,Bank Transfer,2022,2
461.76,148.53,Bank Transfer,2022,12
217.95,114.29,Bank Transfer,2022,2
223.55,114.62,Bank Transfer,2022,7
350.87,145.02,Cash,2021,7
302.08,111.26,Cash,2021,5
178.35,375.21,Debit Card,2022,1
157.89,474.9,Bank Transfer,2022,5
295.8,184.5,Cash,2022,1
411.76,451.35,Debit Card,2021,7
411.53,309.71,Debit Card,2023,6
490.32,130.28,Bank Transfer,2022,1
253.09,449.39,Cash,2023,6
256.8,288.87,Cash,2023,10
100.73,483.83,Cash,2021,12
431.97,102.86,Debit Card,2022,10
358.65,235.29,Cash,2022,9
407.97,181.87,Credit Card,2021,10
288.25,106.84,Cash,2022,3
468.08,235.15,Debit Card,2022,3
111.65,298.68,Cash,2021,6
146.11,309.41,Credit Card,2021,2
250.41,411.84,Cash,2022,7
134.04,228.36,Cash,2022,7
135.16,119.58,Credit Card,2021,5
326.75,354.99,Cash,2022,8
186.45,463.45,Credit Card,2023,4
350.61,334.91,Debit Card,2021,3
471.76,194.72,Debit Card,2022,10
429.55,206.26,Debit Card,2023,5
199.37,243.53,Cash,2022,6
135.87,448.39,Debit Card,2021,10
480.08,431.29,Cash,2022,10
497.8,133.38,Debit Card,2021,8
249.8,157.82,Cash,2022,2
284.27,375.94,Bank Transfer,2021,4
158.13,369.14,Debit Card,2021,1
384.07,452.01,Cash,2022,11
268.73,284.54,Cash,2023,9
421.21,326.33,Bank Transfer,2023,7
330.92,449.63,Credit Card,2023,4
117.11,213.81,Debit Card,2022,4
233.98,397.74,Bank Transfer,2023,11
423.44,197.33,Credit Card,2023,2
375.25,128.76,Debit Card,2021,3
353.01,280.16,Bank Transfer,2023,3
369.0,107.44,Credit Card,2023,8
342.01,394.27,Debit Card,2023,3
356.45,199.18,Bank Transfer,2022,6
348.17,459.4,Cash,2022,4
313.37,109.96,Cash,2021,6
403.1,254.92,Credit Card,2023,11
247.8,264.76,Bank Transfer,2021,7
290.1,495.73,Bank Transfer,2021,7
260.58,258.67,Credit Card,2021,11
183.68,375.54,Cash,2022,7
228.76,105.52,Credit Card,2021,4
122.01,315.47,Bank Transfer,2023,10
230.21,266.41,Bank Transfer,2023,10
256.23,199.06,Credit Card,2022,6
137.35,297.21,Bank Transfer,2021,4
188.18,454.43,Debit Card,2021,9
199.82,450.38,Bank Transfer,2022,4
190.99,368.18,Debit Card,2022,5
240.09,241.07,Debit Card,2022,3
157.95,409.79,Debit Card,2023,4
392.6,409.44,Debit Card,2023,10
237.06,456.33,Cash,2023,3
148.95,462.53,Credit Card,2022,5
337.44,222.61,Cash,2022,12
171.86,317.17,Cash,2021,2
123.22,331.0,Cash,2023,8
165.32,180.24,Debit Card,2023,4
268.0,478.72,Bank Transfer,2021,2
377.4,378.89,Bank Transfer,2023,12
356.6,405.16,Cash,2023,12
102.08,285.82,Debit Card,2023,2
417.32,446.45,Bank Transfer,2021,3
234.28,446.36,Debit Card,2022,8
371.89,127.45,Cash,2022,7
113.07,437.41,Cash,2023,4
257.52,440.08,Cash,2022,4
107.84,430.16,Bank Transfer,2022,6
426.54,255.59,Debit Card,2022,11
174.79,333.0,Bank Transfer,2021,2
369.82,321.87,Bank Transfer,2021,3
210.83,400.18,Cash,2023,5
154.14,492.98,Bank Transfer,2023,12
472.12,124.34,Debit Card,2023,4
338.01,415.83,Bank Transfer,2023,10
456.25,267.13,Cash,2022,7
222.64,250.07,Bank Transfer,2023,8
431.93,337.33,Debit Card,2022,3
476.67,182.4,Bank Transfer,2022,1
258.07,447.75,Bank Transfer,2023,2
461.65,121.09,Bank Transfer,2021,4
234.03,141.34,Bank Transfer,2021,3
229.84,425.53,Cash,2022,1
498.29,376.27,Bank Transfer,2021,6
480.96,392.58,Debit Card,2022,8
191.45,252.12,Cash,2022,6
434.88,385.23,Cash,2022,11
236.98,222.66,Cash,2022,9
491.7,412.8,Cash,2023,9
439.93,154.1,Debit Card,2022,1
461.97,470.95,Bank Transfer,2022,5
329.47,444.13,Credit Card,2021,9
217.66,100.41,Cash,2023,6
179.01,254.92,Debit Card,2021,6
311.15,209.89,Cash,2021,6
368.61,410.85,Debit Card,2022,7
396.72,172.29,Bank Transfer,2023,1
168.15,211.21,Cash,2023,3
314.36,126.35,Bank Transfer,2022,7
274.44,204.65,Bank Transfer,2022,5
183.29,177.12,Debit Card,2021,11
321.18,471.99,Credit Card,2021,5
210.37,422.79,Debit Card,2023,2
314.02,475.71,Credit Card,2023,5
180.04,206.37,Debit Card,2022,11
459.98,184.18,Bank Transfer,2023,2
235.24,327.92,Cash,2023,8
344.13,354.56,Credit Card,2023,7
148.77,473.73,Credit Card,2022,7
352.01,348.65,Cash,2022,9
208.82,198.77,Credit Card,2022,1
482.61,285.12,Cash,2022,4
257.66,252.75,Cash,2021,2
342.96,142.98,Bank Transfer,2021,5
186.33,239.31,Debit Card,2023,9
444.59,325.79,Credit Card,2021,12
421.73,293.29,Cash,2023,3
198.25,163.7,Bank Transfer,2022,11
464.42,187.19,Credit Card,2023,6
116.06,476.85,Debit Card,2023,8
401.03,176.09,Credit Card,2021,1
283.15,311.46,Credit Card,2022,8
434.18,487.26,Bank Transfer,2023,9
286.19,404.32,Cash,2023,10
126.23,399.77,Credit Card,2021,6
190.62,391.71,Bank Transfer,2022,2
497.75,482.1,Bank Transfer,2022,8
233.67,465.59,Cash,2023,12
164.12,275.9,Cash,2022,2
422.33,174.24,Cash,2022,9
118.03,188.41,Credit Card,2023,6
126.56,471.14,Bank Transfer,2022,6
219.01,496.57,Cash,2022,10
118.96,494.3,Cash,2021,4
498.29,218.71,Bank Transfer,2021,3
376.45,120.77,Debit Card,2022,12
307.83,336.01,Debit Card,2022,8
422.07,452.28,Debit Card,2021,9
364.99,389.43,Debit Card,2023,1
169.31,316.85,Cash,2021,7
187.85,205.62,Debit Card,2022,2
447.08,104.4,Debit Card,2021,1
234.78,362.37,Bank Transfer,2023,2
279.06,384.51,Cash,2023,11
256.45,184.99,Bank Transfer,2023,1
120.81,408.77,Cash,2021,4
381.83,259.85,Bank Transfer,2022,4
316.03,456.26,Credit Card,2021,3
370.46,402.74,Bank Transfer,2021,9
211.29,138.81,Cash,2022,10
262.77,322.4,Cash,2022,8
177.06,165.2,Cash,2022,5
267.87,326.35,Debit Card,2023,5
361.4,328.53,Credit Card,2022,1
477.88,217.31,Debit Card,2021,1
365.38,340.51,Cash,2022,10
310.06,150.67,Cash,2022,11
266.55,426.29,Credit Card,2021,9
142.22,420.99,Cash,2023,9
290.83,367.91,Bank Transfer,2022,1
162.04,153.81,Debit Card,2022,6
332.87,364.08,Credit Card,2021,7
392.1,250.1,Debit Card,2021,2
478.6,317.14,Bank Transfer,2023,5
218.74,267.43,Bank Transfer,2021,10
258.76,394.41,Bank Transfer,2021,2
173.18,116.17,Debit Card,2023,2
451.18,165.68,Cash,2023,2
429.63,272.82,Credit Card,2023,5
409.98,340.41,Debit Card,2023,7
122.92,108.62,Cash,2023,11
322.69,408.7,Credit Card,2023,8
194.01,181.5,Cash,2023,11
147.87,129.95,Credit Card,2023,11
412.65,378.51,Bank Transfer,2023,1
184.63,166.25,Credit Card,2021,11
300.32,127.25,Credit Card,2021,12
310.44,124.22,Bank Transfer,2021,5
185.31,323.34,Credit Card,2022,2
296.9,306.82,Credit Card,2022,8
121.13,307.78,Bank Transfer,2023,2
100.03,335.65,Cash,2023,1
452.13,382.63,Bank Transfer,2021,2
266.24,263.03,Debit Card,2021,2
462.97,261.87,Cash,2021,7
298.52,278.45,Cash,2021,8
272.44,451.08,Debit Card,2023,6
218.36,412.11,Debit Card,2022,6
132.68,402.4,Debit Card,2021,8
223.88,200.75,Credit Card,2022,11
343.39,120.16,Cash,2023,5
405.11,108.69,Cash,2022,10
316.33,367.86,Debit Card,2021,12
403.3,496.1,Debit Card,2023,3
163.1,398.32,Bank Transfer,2021,12
333.3,238.59,Cash,2021,2
453.04,126.91,Cash,2023,2
187.18,290.46,Credit Card,2023,4
191.07,356.35,Debit Card,2021,4
399.37,283.38,Bank Transfer,2023,3
424.82,424.29,Bank Transfer,2023,8
199.22,176.06,Bank Transfer,2022,8
232.63,454.94,Debit Card,2023,5
352.71,373.21,Cash,2021,7
259.37,490.7,Credit Card,2022,10
349.6,222.34,Cash,2023,12
298.57,413.25,Cash,2022,5
409.46,232.35,Bank Transfer,2021,9
438.36,309.18,Bank Transfer,2022,12
445.53,214.88,Cash,2023,9
344.61,141.31,Debit Card,2021,10
345.03,149.16,Credit Card,2022,7
279.86,246.48,Credit Card,2022,7
111.05,106.0,Bank Transfer,2021,1
219.67,474.6,Cash,2021,5
125.48,309.91,Debit Card,2021,4
275.11,252.03,Credit Card,2021,10
439.79,476.36,Debit Card,2021,4
338.72,393.48,Credit Card,2023,8
370.21,224.68,Cash,2022,9
175.2,337.61,Cash,2021,10
204.78,322.11,Credit Card,2023,9
165.25,263.72,Debit Card,2022,6
437.08,102.31,Credit Card,2023,6
212.13,444.55,Cash,2023,12
324.93,322.81,Debit Card,2022,1
156.45,144.91,Debit Card,2023,1
149.6,192.22,Debit Card,2023,1
239.03,233.24,Debit Card,2021,4
232.14,229.63,Cash,2021,8
231.54,199.5,Credit Card,2021,1
340.37,100.39,Credit Card,2022,8
226.4,123.6,Cash,2023,11
407.49,327.89,Bank Transfer,2022,9
136.27,319.73,Cash,2021,6
229.91,384.27,Bank Transfer,2021,2
367.68,341.31,Bank Transfer,2022,10
341.17,175.24,Cash,2022,4
147.81,316.23,Debit Card,2021,8
275.79,404.56,Cash,2021,8
223.69,107.17,Cash,2022,7
352.75,329.26,Bank Transfer,2023,7
151.95,373.22,Credit Card,2022,4
368.23,126.96,Debit Card,2022,8
285.53,225.89,Bank Transfer,2021,5
209.96,171.35,Cash,2023,12
398.98,328.96,Credit Card,2022,5
175.16,430.1,Cash,2021,2
160.9,435.32,Debit Card,2022,3
106.14,164.8,Cash,2023,2
444.52,375.45,Cash,2023,1
296.95,352.57,Bank Transfer,2023,11
306.69,192.3,Bank Transfer,2023,6
145.91,195.9,Debit Card,2023,12
143.11,338.27,Credit Card,2023,8
233.51,138.79,Credit Card,2023,1
306.49,214.37,Cash,2022,11
380.35,366.44,Cash,2023,7
299.71,128.36,Cash,2023,1
432.62,490.72,Credit Card,2021,5
250.96,393.99,Cash,2021,5
111.24,339.5,Bank Transfer,2022,3
270.46,316.99,Cash,2021,4
134.0,353.94,Debit Card,2021,5
